Nilai Pasar Agunan,DBR,plafon,Collateral Coverage,tenor,usia,jenis_pinjaman,alamat_kota,Penilaian Rekening Koran,tujuan_penggunaan,gaji(Penghasilan),pendidikan,sandi_pengikatan,Riwayat Slik,jenis_usaha,Restruktur,kualitas_kredit,risk_score
1020000000.0,48.0,510000000.0,2.0,60.0,42.0,12,26,2,1,4,3,2,1,0,0,1,1
1741000000.0,37.0,360000000.0,4.836111111111111,48.0,52.0,0,17,2,2,4,3,2,0,6,0,1,1
1364500000.0,46.11,900000000.0,1.5161111111111114,60.0,47.0,14,14,4,1,6,3,2,1,3,0,3,3
1474000000.0,39.0,350000000.0,4.211428571428572,60.0,58.0,12,14,2,1,4,3,2,3,0,0,1,1
232518000.0,64.88,30000000.0,7.7506,24.0,42.0,4,17,9,2,1,1,5,2,6,0,5,3
17200000.0,54.79,15000000.0,1.146666666666667,12.0,31.0,6,1,0,2,1,1,3,2,3,0,1,2
116350000.0,40.69,60000000.0,1.939166666666667,48.0,39.0,4,1,0,2,1,1,2,0,6,0,1,2
205800000.0,42.65,45000000.0,4.573333333333333,24.0,26.0,6,23,3,2,1,1,2,3,3,0,1,2
551000000.0,49.0,145000000.0,3.8,60.0,41.0,12,24,2,1,3,3,2,3,0,0,1,1
439000000.0,50.0,90000000.0,4.877777777777778,60.0,25.0,12,21,2,1,1,1,4,2,0,0,1,2
332000000.0,36.0,130000000.0,2.5538461538461537,60.0,29.0,12,12,2,1,1,3,2,2,0,0,1,2
1261000000.0,50.0,400000000.0,3.1525,60.0,48.0,12,25,2,1,5,3,2,0,0,0,1,1
341000000.0,49.0,170000000.0,2.0058823529411764,36.0,41.0,12,1,2,2,4,1,2,2,3,0,1,1
238000000.0,46.0,61000000.0,3.901639344262295,36.0,32.0,12,25,2,1,2,1,2,3,0,0,1,1
429000000.0,32.0,200000000.0,2.145,60.0,24.0,12,0,2,1,4,3,4,0,0,0,1,1
203000000.0,42.0,75000000.0,2.7066666666666666,36.0,48.0,12,1,2,1,3,1,2,2,0,0,1,1
1065000000.0,37.0,220000000.0,4.840909090909091,60.0,33.0,12,17,2,1,4,3,2,2,0,0,1,1
411000000.0,26.0,200000000.0,2.055,36.0,34.0,12,15,2,1,5,1,2,3,4,0,1,1
296000000.0,36.0,70000000.0,4.228571428571429,60.0,44.0,12,17,2,1,2,3,2,2,0,0,1,1
299000000.00000006,37.0,100000000.0,2.99,36.0,41.0,12,21,2,1,4,2,2,3,0,0,1,1
682000000.0,50.0,180000000.0,3.7888888888888888,60.0,43.0,12,21,2,1,3,3,2,3,0,0,1,1
1243000000.0,47.0,300000000.0,4.1433333333333335,48.0,51.0,12,17,2,1,4,1,2,2,3,0,1,1
1468000000.0,47.0,210000000.0,6.990476190476191,60.0,28.0,12,1,2,1,1,3,2,2,0,0,1,1
205000000.0,32.0,100000000.0,2.05,60.0,42.0,12,0,2,1,4,3,2,1,0,0,1,1
300000000.0,41.0,60000000.0,5.0,48.0,52.0,0,4,2,2,1,1,2,3,0,0,1,2
467000000.0,49.0,100000000.0,4.67,60.0,59.0,0,1,2,2,1,2,2,2,3,0,1,2
304000000.0,50.0,147500000.0,2.0610169491525423,60.0,32.0,12,19,2,1,4,4,2,2,0,0,1,1
617000000.0,42.0,120000000.0,5.141666666666667,60.0,44.0,12,14,2,1,3,3,2,3,0,0,1,1
755000000.0,45.0,100000000.0,7.55,60.0,31.0,0,20,6,2,3,3,2,2,0,0,1,1
284000000.0,43.0,65000000.0,4.369230769230769,60.0,32.0,12,18,8,1,2,1,2,3,6,0,1,1
443000000.0,41.0,200000000.0,2.215,60.0,40.0,12,15,9,1,4,3,2,3,0,0,1,1
223000000.0,18.000000000000004,100000000.0,2.23,48.0,33.0,12,1,4,1,4,3,2,1,3,0,1,1
213000000.0,44.0,60000000.0,3.55,36.0,26.0,12,4,2,1,1,1,2,3,0,0,1,2
519000000.0,52.0,135000000.0,3.844444444444445,60.0,34.0,12,15,9,1,4,1,2,2,0,0,1,1
1869000000.0,50.0,205000000.0,9.117073170731707,60.0,55.0,12,18,6,1,4,3,2,1,0,0,1,1
498000000.0,54.0,249000000.0,2.0,60.0,35.0,12,14,4,1,4,3,2,2,0,0,1,1
180000000.0,60.53,120000000.0,1.5,18.0,41.0,6,3,9,1,1,1,1,2,3,0,1,1
289000000.0,31.0,120000000.0,2.408333333333333,36.0,35.0,0,15,8,2,4,1,2,3,3,0,1,1
2045000000.0,47.0,300000000.0,6.816666666666666,48.0,32.0,12,20,4,1,5,4,2,2,0,0,1,1
236000000.0,50.0,90000000.0,2.6222222222222222,60.0,37.0,12,17,4,1,4,3,5,2,0,0,1,1
783000000.0,49.0,185000000.0,4.232432432432432,60.0,51.0,12,14,4,1,4,3,4,2,0,0,1,1
238740000.0,30.0,110000000.0,2.1703636363636365,60.0,31.0,12,25,2,1,4,1,5,3,0,0,1,1
320000000.0,50.0,98000000.0,3.26530612244898,60.0,27.0,0,1,4,1,2,1,5,4,6,0,1,1
596000000.0,50.0,148000000.0,4.027027027027027,60.0,35.0,0,26,2,2,3,3,5,3,0,0,1,1
428000000.0,41.0,200000000.0,2.14,60.0,39.0,12,0,2,1,5,3,5,1,0,0,1,1
724000000.0,50.0,138000000.0,5.246376811594203,60.0,39.0,12,14,2,1,4,3,5,2,0,0,1,1
830000000.0,50.0,210000000.0,3.952380952380953,60.0,28.0,12,12,2,1,4,4,2,2,0,0,1,1
258000000.0,49.0,100000000.0,2.58,60.0,27.0,12,22,2,1,2,1,4,2,0,0,1,1
659000000.0,49.0,240000000.0,2.745833333333333,60.0,33.0,0,26,4,2,4,2,5,1,3,0,1,1
238000000.0,42.0,14000000.0,17.0,36.0,53.0,13,21,1,1,1,1,3,5,1,1,5,5
238000000.0,42.0,25000000.000000015,9.52,36.0,50.0,13,1,1,1,1,1,3,5,1,0,5,5
238000000.0,47.24,150000000.0,1.5866666666666664,6.0,37.0,13,17,2,1,1,3,2,1,0,1,5,6
238000000.0,42.0,100000000.0,2.38,18.0,49.0,13,20,1,1,1,1,2,5,1,1,1,2
250000000.0,26.61,35000000.0,7.142857142857143,12.0,44.0,13,17,2,1,1,2,5,5,6,1,1,2
0.009999990463256836,22.7,35000000.0,2.857145631196545e-10,36.0,34.0,13,17,0,1,1,2,3,5,0,1,5,5
238000000.0,11.46,7000000.0,34.0,12.0,46.0,13,21,0,1,1,1,1,2,0,0,5,6
238000000.0,42.0,33000000.0,7.212121212121212,36.0,49.0,13,17,1,1,1,1,5,5,1,0,1,2
387000000.0,56.34,70000000.0,5.5285714285714285,36.0,37.0,13,21,2,1,1,1,2,5,0,1,3,5
0.009999990463256836,82.24,20000000.0,5.000000413701855e-10,36.0,54.0,13,21,2,1,2,3,0,1,0,0,5,4
405900000.0,44.86,45000000.0,9.02,60.0,25.0,13,21,2,1,1,1,5,2,0,1,2,2
0.009999990463256836,57.8,25000000.000000015,4.000000330961484e-10,36.0,46.0,13,17,2,1,1,3,3,2,0,1,5,6
475000000.0,40.5,100000000.0,4.75,36.0,46.0,13,20,3,1,1,1,2,2,6,1,1,2
238000000.0,42.0,45000000.0,5.288888888888889,60.0,40.0,13,21,1,1,1,1,3,5,1,0,5,5
328000000.0,59.44,80000000.0,4.1,60.0,24.0,13,17,2,1,1,1,2,2,0,1,1,2
15000000.0,6.009999999999998,5000000.0,3.0,9.0,23.0,13,17,2,1,1,1,1,2,0,1,5,6
238000000.0,42.0,45000000.0,5.288888888888889,24.0,33.0,13,22,1,1,1,1,2,5,1,0,5,5
215500000.0,50.38,50000000.0,4.31,60.0,36.0,13,17,2,1,1,1,2,1,0,1,1,2
238000000.0,42.0,60000000.0,3.966666666666667,60.0,36.0,13,1,0,1,1,3,3,5,0,0,5,5
221400000.0,72.66,50000000.0,4.428,60.0,43.0,13,0,0,1,1,3,2,1,0,1,4,6
238000000.0,26.79,85000000.0,2.8,24.0,52.0,13,0,1,1,1,3,2,5,0,1,1,2
152500000.0,42.73,50000000.0,3.05,60.0,32.0,13,17,2,1,1,1,3,2,0,1,2,2
238000000.0,17.47,16000000.0,14.875,36.0,44.0,13,17,2,1,1,1,2,5,0,0,5,5
384003000.0,12.119999999999997,25000000.000000015,15.360119999999998,36.0,51.0,13,21,2,1,1,3,2,1,0,0,1,2
187584000.0,49.91,50000000.0,3.75168,36.0,25.0,13,1,2,1,1,1,2,2,0,0,5,6
260000000.0,39.44,75000000.0,3.466666666666667,36.0,21.0,13,1,2,1,1,1,2,2,0,0,1,2
112000000.0,50.63,25000000.000000015,4.48,36.0,33.0,13,17,2,1,2,1,2,2,0,0,1,1
432000000.0,31.02,45000000.0,9.6,36.0,58.0,13,17,8,1,2,2,2,2,0,0,3,3
179700000.0,45.27,40000000.0,4.4925,36.0,55.0,13,0,2,1,1,1,2,2,6,0,1,2
137187000.0,43.86,22999999.999999985,5.964652173913043,36.0,37.0,13,21,2,1,1,1,2,2,0,0,5,6
238000000.0,35.95,150129500.0,1.5852980260375205,60.0,56.0,13,17,2,1,1,3,2,5,0,0,3,5
324300000.0,42.91,190000000.0,1.7068421052631582,60.0,45.0,13,17,2,1,1,3,3,1,0,0,2,3
1358500000.0,29.28,30000000.0,45.28333333333333,60.0,50.0,13,20,9,1,2,3,5,3,0,0,2,3
21000000.0,62.92,12000000.000000015,1.75,12.0,30.0,13,17,8,1,1,1,3,2,0,0,1,1
176250000.0,42.27,110000000.0,1.602272727272728,6.0,38.0,3,17,0,2,1,1,2,5,3,1,1,2
7500000.0,10.579999999999998,5000000.0,1.5,12.0,39.0,3,21,0,2,1,1,1,5,3,0,5,5
19000000.0,13.899999999999999,8499999.999999985,2.235294117647059,12.0,32.0,3,17,0,2,1,1,1,5,0,0,5,5
238000000.0,15.670000000000002,20000000.0,11.899999999999999,24.0,44.0,3,17,0,2,1,1,3,2,3,1,5,6
0.009999990463256836,55.68,50000000.0,2.000000165480742e-10,60.0,22.0,3,1,2,2,1,1,2,2,0,1,1,2
0.009999990463256836,49.55,140000000.0,7.142819669070377e-11,60.0,35.0,3,1,2,2,1,1,2,3,3,1,5,6
507500000.0,34.1,98500000.0,5.152284263959391,45.0,38.0,3,14,0,2,1,1,5,5,6,1,5,5
228300000.0,38.16,50000000.0,4.566,48.0,46.0,3,17,2,2,1,1,2,4,3,1,1,2
139400000.0,53.55,40000000.0,3.485,36.0,50.0,3,17,0,2,1,1,2,1,6,0,5,6
164250000.0,66.79,25000000.000000015,6.57,60.0,30.0,3,21,9,2,1,1,2,1,0,1,2,2
110000000.0,36.11,70000000.0,1.5714285714285716,36.0,27.0,3,17,0,2,1,1,1,2,0,1,1,2
238000000.0,56.18,110000000.0,2.163636363636364,60.0,55.0,3,17,2,2,1,1,2,5,0,1,3,5
238000000.0,42.88,20000000.0,11.899999999999999,12.0,32.0,3,15,1,2,1,1,1,5,3,1,5,5
1000000000.0,3.759999999999998,11922714.0,83.87352074368303,60.0,37.0,3,17,2,2,4,3,2,5,3,0,3,5
110000000.0,33.1,50000000.0,2.2,36.0,31.0,3,17,2,2,1,3,1,2,0,0,1,2
200000000.0,46.82,190000000.0,1.0526315789473681,12.0,51.0,3,14,2,2,1,1,3,1,3,1,1,1
464000000.0,28.31,35000000.0,13.257142857142856,24.0,47.0,3,1,3,2,1,1,2,2,3,0,1,2
475000000.0,61.32,200000000.0,2.375,24.0,42.0,3,17,4,2,1,1,2,2,3,0,1,1
545800000.0,42.0,320000000.0,1.705625,24.0,36.0,3,0,1,2,1,1,2,5,6,0,1,1
542000000.0,85.33,65000000.0,8.338461538461539,24.0,57.0,3,21,2,2,1,3,2,3,0,0,1,2
93365999.99999994,28.53,45000000.0,2.0748,12.0,53.0,3,17,2,2,1,1,5,2,3,0,1,2
598750000.0,8.089999999999996,100000000.0,5.9875,3.0,42.0,9,17,9,2,1,4,2,5,0,1,1,1
17250900000.0,54.48,649999999.9999999,26.539846153846156,12.0,40.0,7,19,9,2,6,4,2,2,3,0,1,3
110000000.0,40.39,15000000.0,7.333333333333333,24.0,35.0,13,11,0,1,1,1,3,2,0,0,5,6
103840000.0,46.01,20000000.0,5.192,12.0,49.0,13,1,0,1,1,1,2,2,0,1,5,6
238000000.0,42.0,13000000.0,18.307692307692307,24.0,25.0,13,1,1,1,1,1,1,5,1,0,5,5
238000000.0,26.41,15000000.0,15.866666666666667,36.0,37.0,13,1,0,1,1,1,1,2,3,0,5,6
7225000.0,18.92,5500000.0,1.313636363636364,12.0,35.0,13,1,0,1,1,1,1,5,0,0,5,5
7000000.0,17.29,7000000.0,1.0000000000000004,24.0,31.0,13,11,0,1,1,1,1,5,0,1,5,5
150749000.0,26.11,15000000.0,10.049933333333334,24.0,75.0,13,1,2,1,1,2,2,5,0,1,1,2
97167000.0,38.73,65000000.0,1.4948769230769234,36.0,49.0,13,1,0,1,1,1,2,5,0,0,1,2
174063000.0,44.11,25000000.000000015,6.96252,36.0,45.0,13,17,0,1,1,1,2,1,0,0,5,6
184416000.0,44.45,60000000.0,3.0736,36.0,36.0,13,1,3,1,1,1,2,2,0,0,3,4
238000000.0,21.51,11000000.000000015,21.63636363636364,36.0,44.0,13,1,0,1,1,1,3,1,6,0,5,6
201600000.0,53.22,45000000.0,4.48,24.0,43.0,13,1,3,1,1,1,3,2,2,0,1,2
238000000.0,54.84,40000000.0,5.95,36.0,30.0,13,11,0,1,1,1,2,0,0,0,5,6
105000000.0,59.39,16000000.0,6.5625,24.0,35.0,13,15,4,1,1,1,1,2,0,0,1,2
349686667.0,25.87,125000000.0,2.797493336,48.0,47.0,13,1,2,1,1,3,2,2,3,0,1,2
137780000.0,19.430000000000003,50000000.0,2.7556,24.0,47.0,13,21,3,1,1,1,2,2,0,0,2,2
15650000.0,17.44,7999999.999999985,1.9562499999999998,18.0,21.0,13,1,2,1,1,3,3,3,0,0,5,6
76240000.0,35.24,30000000.0,2.541333333333333,20.0,32.0,13,1,0,1,1,1,2,2,3,0,5,6
122844000.0,63.98,50000000.0,2.45688,36.0,42.0,13,15,9,1,1,3,2,2,6,0,1,1
107000000.0,24.14,30000000.0,3.566666666666667,36.0,59.0,13,1,2,1,1,3,1,2,0,0,1,2
286044000.0,39.28,50000000.0,5.72088,36.0,42.0,13,1,2,1,1,2,2,2,0,0,1,2
112736000.0,68.29,30000000.0,3.7578666666666662,24.0,47.0,13,17,2,1,1,3,2,3,0,0,1,2
13500000.0,25.43,5500000.0,2.4545454545454546,12.0,30.0,13,1,0,1,1,1,3,2,0,0,1,2
8700000.0,15.389999999999997,5000000.0,1.7400000000000002,18.0,23.0,13,1,0,1,1,1,3,1,0,0,1,2
62000000.0,39.63,25000000.000000015,2.48,24.0,27.0,13,1,0,1,1,1,3,0,0,0,1,2
127200000.0,27.93,50000000.0,2.544,36.0,26.0,13,11,2,1,1,1,2,0,0,0,1,2
50500000.0,48.07,20000000.0,2.525,12.0,20.0,13,1,0,1,1,1,2,5,0,0,1,2
45000000.0,39.22,25000000.000000015,1.7999999999999998,24.0,41.0,13,17,2,1,1,1,3,1,0,0,1,2
264700000.0,56.77,15000000.0,17.64666666666667,24.0,42.0,13,1,0,1,1,1,2,2,6,0,1,2
80000000.0,55.94,40000000.0,2.0,36.0,41.0,13,1,3,1,1,1,3,5,6,0,1,2
55485000.0,31.97,15000000.0,3.699,36.0,57.0,13,1,2,1,1,1,3,2,0,0,1,2
45000000.0,42.0,9999999.999999985,4.5,18.0,59.0,3,1,2,2,1,1,3,5,3,1,5,5
31440000.0,41.09,20000000.0,1.5719999999999996,36.0,34.0,3,11,2,2,1,1,3,2,0,1,5,6
55950000.0,11.25,7000000.0,7.992857142857143,24.0,50.0,3,1,3,2,1,1,2,5,6,0,5,5
238000000.0,20.57,15000000.0,15.866666666666667,18.0,32.0,3,11,0,2,1,1,2,2,6,0,5,6
112600000.0,31.759999999999998,15826500.000000015,7.114649480302025,24.0,30.0,3,1,2,2,1,1,3,2,3,0,5,6
70000000.0,32.06,20000000.0,3.5,12.0,24.0,3,11,3,2,1,1,3,2,3,0,5,6
16800000.0,20.39,20000000.0,0.8399999999999994,18.0,37.0,3,11,0,2,1,1,2,2,0,1,5,6
238000000.0,18.21,20000000.0,11.899999999999999,36.0,33.0,3,11,0,2,1,1,2,5,6,0,5,5
15650000.0,14.23,9999999.999999985,1.565,24.0,29.0,3,1,0,2,1,1,1,5,3,0,5,5
8800000.0,26.3,5000000.0,1.7599999999999998,18.0,44.0,3,1,2,2,1,1,1,2,6,0,5,6
25000000.0,22.79,15000000.0,1.666666666666667,36.0,59.0,3,1,0,2,1,1,2,5,2,0,5,5
20000000.0,10.939999999999998,9999999.999999985,2.0,36.0,46.0,3,1,0,2,1,1,1,5,6,0,5,5
8000000.0,42.0,4583197.0,1.7455064663377984,16.0,32.0,3,1,1,2,1,1,1,5,1,0,5,5
6205000.0,11.640000000000004,5000000.0,1.2409999999999997,18.0,41.0,3,1,0,2,1,1,1,5,6,0,5,5
77545454.0,76.35,50000000.0,1.5509090800000007,24.0,40.0,3,1,0,2,1,1,1,1,3,0,5,6
8500000.0,15.29,6000000.0,1.416666666666667,12.0,49.0,3,1,0,2,1,1,1,5,6,0,5,5
40100000.0,31.84,15000000.0,2.6733333333333333,30.0,33.0,3,11,0,2,1,1,2,5,0,1,5,5
7100000.0,12.07,4000000.0,1.775,12.0,41.0,3,1,0,2,1,1,1,2,3,0,5,6
206500000.0,72.57,40000000.0,5.1625,24.0,35.0,3,1,0,2,1,3,2,2,0,0,5,6
10625000.0,32.21,9999999.999999985,1.0625000000000004,12.0,45.0,3,1,0,2,1,1,1,4,3,0,5,6
79687200.0,47.55,60000000.0,1.3281200000000002,24.0,51.0,3,1,0,2,1,1,2,2,3,1,1,2
141360000.0,28.43,35000000.0,4.038857142857143,24.0,42.0,3,1,0,2,1,1,2,1,3,1,5,6
55700000.0,21.370000000000005,15000000.0,3.713333333333333,36.0,43.0,3,1,0,2,1,1,2,2,3,1,1,2
238000000.0,42.0,9999999.999999985,23.8,24.0,55.0,3,11,1,1,1,1,3,5,1,0,5,5
10625000.0,12.43,8499999.999999985,1.2499999999999996,24.0,48.0,3,1,0,2,1,1,1,2,3,0,5,6
10200000.0,58.56,7999999.999999985,1.275,12.0,30.0,3,1,2,2,1,1,1,0,6,1,1,2
60000000.0,10.719999999999999,9999999.999999985,6.0,17.0,48.0,3,1,0,2,1,1,2,2,0,1,5,6
