nomor_registrasi,jenis_kelamin,status_perkawinan,alamat_kota,jenis_pinjaman,tujuan_penggunaan,jenis_jaminan,sandi_pengikatan,Restruktur,jenis_pekerjaan,jenis_usaha,Lama Menikah,Riwayat Slik,Penilaian Rekening Koran,kualitas_kredit,gaji(Penghasilan),pendidikan,usia,tenor,jumlah_Pengajuan,jumlah_tanggungan,plafon,Nilai Pasar Agunan,LTV,Collateral Coverage,DBR
26,0,0,17,13,1,5,2,1,4,0,2,3,2,5,1,1,26,60,1,1,90000000.0,369300000.0,0.2437043054427295,4.1033333333333335,65.02
38,0,4,17,13,1,5,2,0,34,0,1,0,2,5,1,1,42,36,1,2,40000000.0,308000000.0,0.12987012987012986,7.7,44.56
408,0,4,21,13,1,5,2,1,186,0,1,1,2,5,1,1,44,60,1,5,30000000.0,359568000.0,0.08343345347750634,11.9856,28.2
5,0,4,15,13,1,3,3,0,200,0,0,0,2,5,1,1,36,36,1,2,15000000.0,0.01,1500000000.0,6.666666666666666e-10,37.36
35,0,4,1,13,1,5,2,1,70,0,1,1,2,5,1,1,45,60,1,3,110000000.0,241000000.0,0.45643153526970953,2.190909090909091,59.51
2,1,0,17,13,1,3,3,0,53,0,0,1,2,5,1,3,35,36,1,0,45000000.0,0.01,4500000000.0,2.2222222222222224e-10,79.77
1,1,4,17,13,1,3,3,1,143,6,1,1,2,5,1,4,56,36,1,0,40000000.0,0.01,4000000000.0,2.5e-10,84.17
11,1,4,17,13,1,5,2,0,0,0,1,0,2,5,1,2,43,36,1,0,95000000.0,491400000.0,0.19332519332519332,5.172631578947368,58.78
58,0,4,17,13,1,5,2,0,189,0,0,1,2,5,1,1,23,36,1,0,40000000.0,151464000.0,0.26408915649923415,3.7866,32.82
68,1,4,17,13,1,5,5,0,119,0,1,2,2,5,1,1,44,36,1,2,25000000.0,100000000.0,0.25,4.0,27.49
71,0,4,15,13,2,5,2,0,12,0,0,2,2,1,1,1,52,42,1,3,200000000.0,453500000.0,0.4410143329658214,2.2675,66.94
72,0,4,1,13,1,5,2,0,67,0,6,2,2,3,1,3,42,60,1,5,100000000.0,756000000.0,0.13227513227513227,7.56,12.51
73,1,4,21,13,1,5,2,0,167,0,0,5,2,1,1,2,32,36,1,1,50000000.0,220070000.0,0.22720043622483754,4.4014,54.0
416,1,4,17,13,1,5,2,0,194,0,1,1,2,1,1,1,56,48,1,2,88000000.0,414141000.0,0.21248801736606615,4.706147727272727,51.6
32,0,0,1,13,1,5,5,0,194,0,1,0,2,5,1,2,36,36,1,3,20000000.0,357300000.0,0.055975370836831795,17.865,113.45
78,1,4,1,13,1,5,2,0,58,0,1,5,2,1,1,1,28,180,1,0,200000000.0,327600000.0,0.6105006105006106,1.638,30.0
422,0,4,20,13,1,5,2,0,82,0,1,2,2,1,1,3,41,60,1,3,250000000.0,1578000000.0,0.15842839036755388,6.312,28.71
86,1,4,17,13,1,5,5,0,206,0,6,0,2,1,4,1,51,60,1,2,40000000.0,55293000.0,0.7234188776156114,1.382325,27.78
82,0,4,17,13,1,5,2,0,109,0,1,1,2,1,2,2,44,60,1,2,140000000.0,425000000.0,0.32941176470588235,3.0357142857142856,14.34
412,0,4,17,13,1,5,2,0,68,0,0,4,2,1,1,1,39,48,1,3,42541312.0,144409000.0,0.29458906300853827,3.3945591522894265,35.67
75,1,4,25,15,1,1,3,0,123,3,1,2,2,1,1,3,30,24,1,0,33000000.0,500000000.0,0.066,15.151515151515152,58.08
87,0,4,17,13,1,5,2,0,185,0,0,3,9,1,1,1,35,48,1,2,60000000.0,146409220.0,0.40981025648521313,2.4401536666666668,22.84
89,1,4,17,13,1,6,2,0,114,0,6,1,6,1,2,1,45,36,1,2,50000000.0,236875000.0,0.21108179419525067,4.7375,21.8
90,0,4,21,15,1,7,2,0,124,4,1,1,2,1,4,5,50,12,1,4,1000000000.0,41982100000.0,0.023819675528379953,41.9821,10.47
91,0,4,17,13,1,7,5,0,121,0,6,2,9,1,2,1,36,36,1,3,35000000.0,162975000.0,0.21475686454977758,4.656428571428571,28.69
92,0,4,14,13,1,7,2,0,34,0,0,3,8,4,2,1,36,24,1,4,30000000.0,66312000.0,0.4524068041983351,2.2104,35.08
93,0,4,1,13,1,7,2,0,34,0,1,1,4,1,2,1,40,36,1,3,50000000.0,65686000.0,0.761197210973419,1.31372,55.17
95,1,4,1,13,1,5,2,0,120,0,0,4,2,1,1,1,21,36,1,2,50000000.0,436900000.0,0.11444266422522316,8.738,45.95
69,0,4,21,13,1,5,5,0,157,6,1,2,6,1,1,1,63,36,1,4,15000000.0,330800000.0,0.04534461910519952,22.053333333333335,70.36
210,0,4,21,13,1,5,2,0,184,0,1,2,8,1,1,1,43,36,1,2,50000000.0,107555000.0,0.4648784342894333,2.1511,38.2
83,0,4,21,15,1,5,2,1,159,6,1,2,2,4,1,3,71,3,1,3,772000000.0,1392000000.0,0.5545977011494253,1.8031088082901554,42.0
88,0,4,21,13,1,5,2,0,202,0,1,2,2,5,2,1,24,36,1,2,94000000.0,181500000.0,0.5179063360881543,1.9308510638297873,65.67
24,0,4,21,13,1,2,3,0,38,6,1,2,3,1,1,1,52,12,1,3,7000000.0,18500000.0,0.3783783783783784,2.642857142857143,36.23
211,1,0,21,13,1,2,1,0,33,0,1,2,6,1,2,3,39,7,1,0,50000000.0,105000000.0,0.47619047619047616,2.1,56.57
217,0,4,14,13,1,5,2,0,161,6,6,2,9,1,2,3,57,120,1,3,1000000000.0,3669000000.0,0.2725538293813028,3.669,51.66
414,1,4,21,13,1,5,2,0,239,3,1,4,9,1,1,1,51,36,1,3,35000000.0,203850000.0,0.17169487368162864,5.824285714285714,28.0
410,0,4,17,13,1,3,3,0,121,0,6,2,9,1,1,1,46,36,1,2,35000000.0,166234000.0,0.2105465789188734,4.749542857142857,65.91
219,0,4,17,13,1,3,3,0,239,3,1,2,4,1,1,2,45,24,1,1,100000000.0,341944000.0,0.2924455466392158,3.41944,68.41
7,1,4,17,3,2,5,2,1,237,6,1,2,0,5,1,1,45,47,1,5,66081979.0,165000000.0,0.40049684242424244,2.4968985871322045,63.51
419,0,4,1,3,2,3,3,1,130,3,1,4,0,5,1,1,33,36,1,3,25000000.0,60000000.0,0.4166666666666667,2.4,14.92
40,0,0,1,3,2,5,2,1,81,3,7,2,2,5,1,1,22,6,1,3,60000000.0,159550000.0,0.3760576621748668,2.6591666666666667,67.1
19,1,4,20,3,2,5,2,0,237,3,7,2,0,5,1,1,53,36,1,2,35000000.0,170000000.0,0.20588235294117646,4.857142857142857,65.39
63,0,4,1,3,2,5,2,0,237,3,7,2,0,1,1,2,45,36,1,1,45000000.0,192780000.0,0.2334267040149393,4.284,63.48
413,1,4,17,3,2,5,2,0,237,3,7,2,0,1,1,0,57,36,1,2,90000000.0,267500000.0,0.3364485981308411,2.9722222222222223,47.53
20,0,4,21,3,2,5,2,0,156,3,7,1,8,1,1,3,42,36,1,2,350000000.0,792751120.0,0.44150047999932185,2.2650032,72.19
79,0,4,1,3,2,5,2,0,214,3,7,1,8,1,4,3,44,48,1,4,835000000.0,1975000000.0,0.42278481012658226,2.3652694610778444,80.93
415,1,1,17,3,2,5,2,1,210,3,7,1,9,5,1,3,56,12,1,2,750000000.0,3960000000.0,0.1893939393939394,5.28,44.75
80,1,4,10,3,2,5,2,0,237,3,7,3,4,5,2,1,38,36,1,3,300000000.0,691800000.0,0.4336513443191674,2.306,55.31
81,1,4,17,3,2,5,5,0,54,3,7,2,0,1,1,1,46,36,1,2,30000000.0,239000000.0,0.12552301255230125,7.966666666666667,37.32
94,0,4,6,3,2,5,2,0,176,3,0,4,4,3,2,1,38,36,1,4,150000000.0,287600000.0,0.521557719054242,1.9173333333333333,29.23
84,0,4,21,3,2,7,2,0,101,0,0,2,2,1,2,1,40,36,1,3,100000000.0,280000000.0,0.35714285714285715,2.8,13.51
200,0,4,22,3,2,5,2,0,246,3,7,2,4,1,1,3,40,60,1,0,1000000000.0,4900000000.0,0.20408163265306123,4.9,75.41
402,0,4,21,3,2,7,2,0,248,4,7,2,3,1,1,1,51,60,1,2,100000000.0,750605000.0,0.13322586446932808,7.50605,35.47
201,0,4,5,3,2,7,2,0,173,0,0,1,8,2,1,3,43,96,1,3,1000000000.0,2609000000.0,0.3832886163280951,2.609,72.27
65,0,4,17,9,2,5,2,1,104,6,1,1,7,1,1,1,51,4,1,3,200000000.0,766800000.0,0.2608242044861763,3.834,1.31
15,0,4,15,3,2,5,2,0,92,6,1,1,4,1,1,1,46,60,1,4,300000000.0,596000000.0,0.5033557046979866,1.9866666666666666,24.8
96,1,4,0,3,2,5,2,0,249,3,7,2,9,1,1,4,43,60,1,4,245000000.0,408320000.0,0.6000195924764891,1.6666122448979592,69.16
17,0,4,21,3,2,5,2,0,253,6,6,2,4,4,1,4,37,36,1,1,100000000.0,202000000.0,0.49504950495049505,2.02,28.44
212,0,4,18,13,1,0,2,0,40,5,7,2,6,1,6,3,49,96,1,2,1300000000.0,10025000000.0,0.12967581047381546,7.711538461538462,58.8
56,1,4,21,3,2,2,1,0,225,3,1,2,3,1,1,1,40,7,1,4,500000000.0,827000000.0,0.6045949214026602,1.654,75.2
215,0,4,14,3,2,5,2,0,233,3,7,2,8,1,6,0,50,36,1,3,100000000.0,886800000.0,0.11276499774470004,8.868,43.33
216,0,4,17,3,2,2,3,0,227,3,6,2,9,1,2,1,36,12,1,3,10000000.0,22500000.0,0.4444444444444444,2.25,24.54
98,0,4,1,13,1,5,3,0,98,0,1,4,0,5,1,1,32,24,1,3,20000000.0,134280000.0,0.14894250819183796,6.714,42.0
148,1,4,1,13,1,5,5,0,94,0,0,2,0,2,1,1,53,36,1,2,18000000.0,8500000.0,2.1176470588235294,0.4722222222222222,43.82
109,0,4,1,13,1,2,3,0,94,0,0,1,0,1,1,1,32,24,1,2,12500000.0,22000000.0,0.5681818181818182,1.76,9.12
195,0,0,1,13,1,6,2,0,94,0,7,2,0,1,1,3,27,24,1,0,35000000.0,14500000.0,2.413793103448276,0.4142857142857143,47.0
197,1,0,1,13,1,2,3,0,94,0,7,1,2,1,1,1,21,24,1,0,10000000.0,20500000.0,0.4878048780487805,2.05,65.91
17,0,4,21,3,1,3,3,0,253,6,7,0,6,4,1,4,37,36,2,2,50000000.0,100000000.0,0.5,2.0,42.96
0,0,4,7,14,1,7,2,0,39,3,7,0,0,5,1,1,50,120,2,4,371600000.0,250000000.0,1.4864,0.6727664155005382,42.0
65,0,4,17,9,2,5,2,1,104,6,1,1,6,2,1,1,52,4,2,3,75000000.0,844300000.0,0.08883098424730546,11.257333333333333,6.97
230,0,4,17,13,1,5,2,0,99,6,0,1,6,1,1,1,46,36,1,3,50000000.0,201320000.0,0.2483608185972581,4.0264,55.5
231,0,4,26,10,0,4,2,0,97,6,0,2,6,1,5,3,61,120,2,1,900000000.0,1841000000.0,0.4888647474198805,2.0455555555555556,85.22
64,0,4,3,3,2,2,1,0,223,3,1,2,6,1,1,1,40,12,1,3,100000000.0,163000000.0,0.6134969325153374,1.63,43.23
181,0,1,1,3,2,5,2,0,85,6,0,0,0,2,1,1,31,36,2,2,20000000.0,117500000.0,0.1702127659574468,5.875,38.07
65,0,4,17,9,2,2,3,1,104,0,1,1,4,2,1,1,52,6,3,4,300000000.0,910800000.0,0.32938076416337286,3.036,29.75
232,0,4,18,10,0,4,2,0,158,6,7,1,8,1,6,4,70,60,1,1,850000000.0,1512000000.0,0.5621693121693122,1.7788235294117647,79.13
212,0,4,18,14,1,5,2,0,237,5,1,2,9,1,6,3,49,84,3,3,1250000000.0,1876300000.0,0.6662047646964772,1.50104,58.8
235,1,0,22,14,1,5,2,0,95,0,1,2,8,1,2,1,33,36,1,1,175000000.0,532400000.0,0.32870022539444027,3.0422857142857143,38.35
237,1,4,21,14,1,3,4,0,115,6,0,1,9,1,1,3,52,36,1,1,75000000.0,0.01,7500000000.0,1.3333333333333334e-10,51.76
239,1,2,20,14,1,6,2,0,43,3,0,1,8,1,6,3,48,96,1,2,1000000000.0,4362000000.0,0.22925263640531865,4.362,80.16
243,1,4,9,12,1,5,2,0,237,3,1,1,2,2,3,3,40,48,1,4,380000000.0,1205000000.0,0.3153526970954357,3.1710526315789473,36.0
70,0,4,0,5,2,5,2,0,42,6,1,3,8,1,1,2,38,24,2,3,320000000.0,550000000.0,0.5818181818181818,1.71875,39.06
245,0,4,21,0,1,5,2,0,47,0,1,1,2,2,3,3,32,60,1,2,200000000.0,450000000.0,0.4444444444444444,2.25,48.0
246,0,4,17,12,1,5,2,0,94,0,1,1,2,1,2,3,35,36,1,3,82000000.0,310000000.0,0.2645161290322581,3.7804878048780486,10.0
250,0,4,25,12,1,5,2,0,94,0,1,3,2,1,2,1,45,48,1,4,100000000.0,276000000.0,0.36231884057971014,2.76,38.0
253,1,4,20,12,1,5,2,0,78,0,1,1,2,1,2,1,38,36,1,2,56000000.0,623000000.0,0.0898876404494382,11.125,25.0
52,0,4,21,14,1,5,2,0,94,0,0,1,9,1,1,3,48,48,1,4,450000000.0,1379000000.0,0.3263234227701233,3.0644444444444443,46.02
85,0,0,18,8,2,5,2,0,104,6,1,1,9,5,2,1,42,3,1,3,75000000.0,705000000.0,0.10638297872340426,9.4,13.01
257,0,4,16,12,1,5,2,0,94,0,1,4,2,1,2,2,45,60,1,2,85000000.0,638000000.0,0.13322884012539185,7.5058823529411764,14.0
262,0,4,13,12,1,5,2,0,31,0,0,1,2,1,2,4,52,36,1,3,170000000.0,919000000.0,0.18498367791077258,5.405882352941177,49.0
263,1,4,19,12,1,5,2,0,237,3,0,3,9,3,2,2,50,60,1,3,192000000.0,693000000.0,0.27705627705627706,3.609375,70.0
266,1,4,14,12,1,5,2,0,241,3,1,3,9,1,1,3,38,60,1,3,49000000.0,305000000.0,0.16065573770491803,6.224489795918367,54.2
271,0,4,25,0,2,5,2,0,226,3,1,2,2,1,2,1,27,48,1,1,140000000.0,285000000.0,0.49122807017543857,2.0357142857142856,46.38
272,0,4,25,12,1,5,2,0,196,0,1,2,2,1,2,3,40,60,1,3,300000000.0,940000000.0,0.3191489361702128,3.1333333333333333,53.0
273,1,4,0,12,1,5,2,0,77,0,0,2,2,1,1,1,24,36,1,1,93000000.0,208000000.0,0.44711538461538464,2.236559139784946,33.0
276,0,4,20,12,1,5,2,0,61,6,1,3,2,1,4,3,42,48,1,3,350000000.0,1283000000.0,0.2727981293842556,3.665714285714286,33.0
302,1,4,12,12,1,5,2,0,48,6,1,3,2,2,6,3,33,60,1,3,855000000.0,1650000000.0,0.5181818181818182,1.9298245614035088,34.0
296,1,3,26,12,1,5,2,0,49,0,7,1,2,1,4,3,42,60,1,1,510000000.0,1020000000.0,0.5,2.0,48.0
309,0,0,17,0,2,5,2,0,237,6,7,0,2,1,4,3,52,48,1,0,360000000.0,1741000000.0,0.2067777139574957,4.836111111111111,37.0
313,0,4,14,14,1,5,2,0,41,3,1,1,4,3,6,3,47,60,1,4,900000000.0,1364500000.0,0.659582264565775,1.5161111111111112,46.11
319,1,4,14,12,1,5,2,0,7,0,1,3,2,1,4,3,58,60,1,4,350000000.0,1474000000.0,0.23744911804613297,4.211428571428572,39.0
37,1,4,17,4,2,5,5,0,58,6,1,2,9,5,1,1,42,24,1,3,30000000.0,232518000.0,0.12902226924367147,7.7506,64.88
157,0,4,1,6,2,2,3,0,237,3,0,2,0,1,1,1,31,12,1,3,15000000.0,17200000.0,0.872093023255814,1.1466666666666667,54.79
208,0,4,1,4,2,7,2,0,237,6,1,0,0,1,1,1,39,48,2,2,60000000.0,116350000.0,0.5156854318865493,1.9391666666666667,40.69
390,0,2,23,6,2,5,2,0,237,3,7,3,3,1,1,1,26,24,1,0,45000000.0,205800000.0,0.21865889212827988,4.573333333333333,42.65
336,0,4,24,12,1,5,2,0,8,0,1,3,2,1,3,3,41,60,1,3,145000000.0,551000000.0,0.2631578947368421,3.8,49.0
338,0,0,21,12,1,3,4,0,180,0,7,2,2,1,1,1,25,60,1,0,90000000.0,439000000.0,0.20501138952164008,4.877777777777778,50.0
340,1,4,12,12,1,5,2,0,204,0,0,2,2,1,1,3,29,60,1,2,130000000.0,332000000.0,0.39156626506024095,2.5538461538461537,36.0
343,1,4,25,12,1,5,2,0,197,0,1,0,2,1,5,3,48,60,1,2,400000000.0,1261000000.0,0.317208564631245,3.1525,50.0
342,0,4,1,12,2,5,2,0,237,3,1,2,2,1,4,1,41,36,1,3,170000000.0,341000000.0,0.49853372434017595,2.0058823529411764,49.0
344,0,4,25,12,1,5,2,0,183,0,0,3,2,1,2,1,32,36,1,2,61000000.0,238000000.0,0.25630252100840334,3.901639344262295,46.0
346,1,0,0,12,1,3,4,0,108,0,7,0,2,1,4,3,24,60,1,1,200000000.0,429000000.0,0.4662004662004662,2.145,32.0
347,1,4,1,12,1,5,2,0,179,0,0,2,2,1,3,1,48,36,1,0,75000000.0,203000000.0,0.3694581280788177,2.7066666666666666,42.0
349,0,4,17,12,1,5,2,0,21,0,0,2,2,1,4,3,33,60,1,2,220000000.0,1065000000.0,0.20657276995305165,4.840909090909091,37.0
348,0,4,15,12,1,5,2,0,237,4,1,3,2,1,5,1,34,36,1,3,200000000.0,411000000.0,0.48661800486618007,2.055,26.0
