iter	MultiClass
171	0.1918199383
172	0.1909928851
173	0.1900588542
174	0.1892936314
175	0.1882663935
176	0.1870005435
177	0.1863803127
178	0.1855301828
179	0.1842984743
180	0.1833557189
181	0.1827019776
182	0.1817420151
183	0.1808252513
184	0.1796354918
185	0.1791623362
186	0.1783029893
187	0.1774465207
188	0.1763943998
189	0.1756817766
190	0.1750908278
191	0.1745295356
192	0.1734156166
193	0.1727849358
194	0.1717386117
195	0.1709216896
196	0.1702702939
197	0.1692340814
198	0.1684695979
199	0.1677702043
200	0.1669430282
201	0.1662316114
202	0.165197662
203	0.1645935591
204	0.1640203083
205	0.1630050356
206	0.1620410859
207	0.161370783
208	0.1605606991
209	0.1597195212
210	0.1591448556
211	0.158426708
212	0.1580748948
213	0.1576835655
214	0.1570841587
215	0.1561932169
216	0.1552048487
217	0.1544551609
218	0.1535272131
219	0.1527280352
220	0.152195763
221	0.1516258175
222	0.1510756205
223	0.1505851327
224	0.149694776
225	0.1493877396
226	0.1491210444
227	0.1485150721
228	0.1481956399
229	0.147526087
230	0.1467744964
231	0.1461527325
232	0.1455469519
233	0.1447067961
234	0.1440560703
235	0.1435836616
236	0.1430687206
237	0.1425434104
238	0.1419935458
239	0.1412095216
240	0.1404051298
241	0.1398826877
242	0.1392911225
243	0.1389838984
244	0.1381597006
245	0.1377506037
246	0.1373289422
247	0.1368018488
248	0.1361926135
249	0.1356551617
250	0.1352654642
251	0.1347852417
252	0.1341004387
253	0.1338198124
254	0.1331986971
255	0.1328933002
256	0.1325051573
257	0.1317097005
258	0.1313747728
259	0.1306022771
260	0.1297817962
261	0.1293335165
262	0.1290166405
263	0.1287312816
264	0.1280831374
265	0.127841065
266	0.1275022721
267	0.1272295048
268	0.1267999397
269	0.1264428289
270	0.1259999047
271	0.125490543
272	0.1252036427
273	0.1246324279
274	0.1240824402
275	0.123616856
276	0.1231567335
277	0.1224293222
278	0.1221496541
279	0.1216832456
280	0.1212322771
281	0.1208609599
282	0.1204606206
283	0.1199762693
284	0.1194314315
285	0.1189164036
286	0.1184685715
287	0.1181347932
288	0.1177828842
289	0.1173416916
290	0.1167169209
291	0.1162749785
292	0.1157137322
293	0.1152329207
294	0.114701922
295	0.1142543114
296	0.1136720143
297	0.113414269
298	0.1129775729
299	0.1127305796
300	0.1122233199
301	0.1116626062
302	0.1113502184
303	0.1108601742
304	0.1104925817
305	0.1101654548
306	0.1098238272
307	0.1094047939
308	0.1092179569
309	0.108990757
310	0.1085276903
311	0.1081260876
312	0.107424467
313	0.1070079078
314	0.1067149118
315	0.1064610832
316	0.1061874577
317	0.1058951926
318	0.1053658206
319	0.1049117487
320	0.1045974426
321	0.1041019084
322	0.1037810101
323	0.1033319471
324	0.1030226833
325	0.1026478725
326	0.1023350224
327	0.1018450496
328	0.1013221748
329	0.101018009
330	0.1008270744
331	0.100585014
332	0.1002859713
333	0.09988940936
334	0.09960581856
335	0.09940050945
336	0.09904017172
337	0.09880455115
338	0.09846443754
339	0.09804793664
340	0.09781403468
341	0.09763448756
342	0.09733185271
343	0.09714245681
344	0.09670870367
345	0.0963901634
346	0.09607191269
347	0.09578537628
348	0.09554370162
349	0.09514097966
350	0.09479484951
351	0.0945440842
352	0.09417402726
353	0.0939496323
354	0.09364135568
355	0.09334942084
356	0.09286668603
357	0.09258720326
358	0.09238474567
359	0.09211306616
360	0.09188611384
361	0.09156823271
362	0.09130533419
363	0.09105287753
364	0.09083166602
365	0.09051459239
366	0.09030992569
367	0.08997910597
368	0.0897368265
369	0.08939150873
370	0.08900580229
371	0.08871999973
372	0.08843885931
373	0.08807657288
374	0.08788169822
375	0.08751330885
376	0.08716186519
377	0.08681120812
378	0.08638030138
379	0.08581663495
380	0.08560306069
381	0.08541883169
382	0.08520874384
383	0.08480368591
384	0.08443998361
385	0.08421577596
386	0.08395101792
387	0.08368925823
388	0.0834534175
389	0.08309146459
390	0.08283943029
391	0.08255333936
392	0.08233337315
393	0.08209606845
394	0.08190868989
395	0.08163677575
396	0.08148287478
397	0.08127112206
398	0.08090203791
399	0.08068388032
400	0.08042855913
401	0.08020765328
402	0.07990775402
403	0.07969869409
404	0.07939983708
405	0.07913698202
406	0.07891801473
407	0.07874819198
408	0.07842537181
409	0.07816648907
410	0.07788475277
411	0.07756479609
412	0.07734862055
413	0.07717459446
414	0.07697214073
415	0.07663187669
416	0.07638769909
417	0.07613919031
418	0.07583074158
419	0.07556304068
420	0.07527342912
421	0.07499224363
422	0.07484986524
423	0.07468551248
424	0.07455406111
425	0.07440078347
426	0.07416392701
427	0.07393227178
428	0.07376283802
429	0.07353480182
430	0.07343225123
431	0.0732501629
432	0.07304778216
433	0.07291716888
434	0.07267149742
435	0.07232405713
436	0.07209889491
437	0.07204527178
438	0.07186494956
439	0.0717247965
440	0.0715475278
441	0.07138421838
442	0.07124652895
443	0.07100811624
444	0.07084752373
445	0.07061637578
446	0.07047421534
447	0.07027501005
448	0.07013045362
449	0.06994831553
450	0.06977980586
451	0.06952622335
452	0.06933771797
453	0.06910754198
454	0.06898116306
455	0.06887760519
456	0.06865379308
457	0.06847573614
458	0.06830410759
459	0.06810197429
460	0.06798771987
461	0.06786063296
462	0.06773878684
463	0.06751736042
464	0.06731200595
465	0.06714083511
466	0.06691655829
467	0.06663261478
468	0.06647502506
469	0.06628277561
470	0.06618354446
471	0.06599192366
472	0.06592632709
473	0.06578430677
474	0.06562503107
475	0.06547458249
476	0.06527646146
477	0.06510820234
478	0.06488102401
479	0.06468554685
480	0.06455212421
481	0.06445791814
482	0.06438235847
483	0.06426449469
484	0.06403925824
485	0.06390225949
486	0.06374456905
487	0.06359728713
488	0.06347018252
489	0.06335534026
490	0.06324265114
491	0.06311710213
492	0.06291155825
493	0.06272254777
494	0.0626132859
495	0.06248722549
496	0.06232866681
497	0.0622088872
498	0.06205916727
499	0.06195337387
500	0.06183254432
501	0.06163849873
502	0.06148953225
503	0.06131515567
504	0.06121933376
505	0.06100345235
506	0.06077358501
507	0.06057990269
508	0.06044471238
509	0.06025118333
510	0.06012664944
511	0.05997491018
512	0.05984922891
513	0.05974288158
514	0.05954616093
515	0.0594465313
516	0.05933868348
517	0.0591659483
518	0.05898800346
519	0.0588303761
520	0.0586827082
521	0.05850675771
522	0.05838221441
523	0.05830903928
524	0.05811753126
525	0.05795126757
526	0.05779102622
527	0.05766267157
528	0.05753029364
529	0.0573547061
530	0.05718168471
531	0.05698374566
532	0.0568566484
533	0.05670112133
534	0.05662444957
535	0.05654241483
536	0.05642642332
537	0.05634093871
538	0.05621265084
539	0.05610144491
540	0.05594774128
541	0.05587899536
542	0.05576785155
543	0.0556114324
544	0.05547470543
545	0.05531546649
546	0.05514694807
547	0.05501218587
548	0.05491658372
549	0.05475589148
550	0.05464228134
551	0.0544825633
552	0.05435921176
553	0.0542162882
554	0.05413750448
555	0.05402876387
556	0.05393568256
557	0.05378788522
558	0.05371923425
559	0.05355192469
560	0.05346730097
561	0.05334830572
562	0.05317498044
563	0.05305289189
564	0.05296274364
565	0.05286399199
566	0.05270749919
567	0.05255682358
568	0.05241868928
569	0.05232699754
570	0.05226438361
571	0.05211668427
572	0.0519868435
573	0.05184158385
574	0.05173092267
575	0.05157829407
576	0.05149886322
577	0.05142150252
578	0.05127926077
579	0.05118693449
580	0.05110917358
581	0.0509506219
582	0.05081904459
583	0.05072181728
584	0.05060683209
585	0.05055343228
586	0.05045520174
587	0.05033188111
588	0.05022959821
589	0.05017984706
590	0.05004212319
591	0.04992220813
592	0.04979525282
593	0.049743298
594	0.04962718282
595	0.04951161388
596	0.049438659
597	0.04936275948
598	0.04930402973
599	0.04922343314
600	0.04915476972
601	0.04908333163
602	0.04897945679
603	0.04888995149
604	0.04879904379
605	0.04868336303
606	0.04856040263
607	0.04845471383
608	0.04832139256
609	0.04820762472
610	0.04815051642
611	0.04806284631
612	0.04796342203
613	0.04789619145
614	0.04780934604
615	0.04775951789
616	0.04766795607
617	0.04759158835
618	0.04751863161
619	0.04745934153
620	0.04728804171
621	0.04716796745
622	0.04704392818
623	0.04693056315
624	0.04685061756
625	0.04676950181
626	0.04671555047
627	0.04665449463
628	0.0465899836
629	0.04650493897
630	0.04642743726
631	0.04632513336
632	0.0462428748
633	0.04616888915
634	0.04607563846
635	0.04599825597
636	0.0458882697
637	0.04583470243
638	0.04576763713
639	0.04562647938
640	0.04557897806
641	0.04552497171
642	0.04545486852
643	0.04540800401
644	0.04530923067
645	0.04526514248
646	0.04517525477
647	0.04513662849
648	0.04506475283
649	0.04497550906
650	0.04490774821
651	0.04479255302
652	0.0446945296
653	0.04460866989
654	0.04452399605
655	0.04447759571
656	0.04435145175
657	0.04429708958
658	0.04424185874
659	0.04417053472
660	0.04402474139
661	0.04394735143
662	0.04388585888
663	0.04381643232
664	0.04372639041
665	0.04367689172
666	0.04360354826
667	0.04347058269
668	0.04341720029
669	0.04332957431
670	0.04326995917
671	0.04322584773
672	0.04312874576
673	0.04302845149
674	0.04290177841
675	0.04281427202
676	0.04266406328
677	0.04261430656
678	0.04254954081
679	0.04250853997
680	0.04241681485
681	0.04227863471
682	0.04218699361
683	0.04211982688
684	0.04202954142
685	0.04192949291
686	0.04189695579
687	0.0418471532
688	0.04176262636
689	0.04169888434
690	0.04163009131
691	0.04155477047
692	0.04145240964
693	0.04137898285
694	0.04131611168
695	0.04121675355
696	0.04114432135
697	0.04106418565
698	0.04097683342
699	0.04089502559
700	0.04081685832
701	0.04074181242
702	0.04066765604
703	0.04056974312
704	0.04053050985
705	0.04044979992
706	0.04039832548
707	0.04030772007
708	0.04023519388
709	0.04018371535
710	0.04012423786
711	0.04006437207
712	0.04001287874
713	0.03991891476
714	0.03986217604
715	0.03979363881
716	0.03972195892
717	0.03963592753
718	0.03958946908
719	0.03946868462
720	0.03939585568
721	0.03934476281
722	0.03926190633
723	0.03917376545
724	0.03906760171
725	0.03901535505
726	0.0389187107
727	0.03883598155
728	0.03875148291
729	0.03870053761
730	0.03864128872
731	0.03857023903
732	0.03850980491
733	0.03843264392
734	0.03839338891
735	0.03830924957
736	0.03822188779
737	0.03812657613
738	0.03806526855
739	0.03799081883
740	0.03795636914
741	0.03789360342
742	0.03784219124
743	0.03778488085
744	0.03767605012
745	0.03762229467
746	0.03756620122
747	0.03747984379
748	0.03740191749
749	0.03732199734
750	0.03727945126
751	0.03725174649
752	0.03721459803
753	0.037162366
754	0.03711883183
755	0.03705638018
756	0.0369945009
757	0.03693865631
758	0.03688587914
759	0.036824056
760	0.03679975557
761	0.03673200641
762	0.0366619916
763	0.03660099446
764	0.03655319414
765	0.03649631387
766	0.03644304999
767	0.03639776115
768	0.03633934399
769	0.03626658554
770	0.03622265373
771	0.03615461962
772	0.03610488345
773	0.03604479699
774	0.03600264213
775	0.03592103305
776	0.03585659643
777	0.03579707111
778	0.03574561133
779	0.03566757916
780	0.03560642735
781	0.03557340598
782	0.03549439667
783	0.0354305404
784	0.03536445323
785	0.0353169252
786	0.03526315027
787	0.03521823674
788	0.03516238508
789	0.03509594914
790	0.03502820999
791	0.03499698296
792	0.03491450071
793	0.03485223087
794	0.03480804298
795	0.03477157707
796	0.0347255754
797	0.03467149682
798	0.03462889695
799	0.03455321931
800	0.03446617342
801	0.03442551853
802	0.03435073836
803	0.03429704269
804	0.03424741942
805	0.03418688591
806	0.03416170389
807	0.03408652968
808	0.03403506405
809	0.0339573651
810	0.03388481631
811	0.03382123641
812	0.03378874933
813	0.03375239045
814	0.03369670372
815	0.03366087525
816	0.03360685603
817	0.03355238384
818	0.03351196531
819	0.03348569632
820	0.0334291478
821	0.03336707131
822	0.03333403896
823	0.03328681831
824	0.0332390789
825	0.03317992338
826	0.03313101121
827	0.03306781393
828	0.03303487494
829	0.03297632608
830	0.03294230833
831	0.03292348599
832	0.03289559301
833	0.03284715623
834	0.03278336949
835	0.03272369453
836	0.03268333349
837	0.032636128
838	0.03258427355
839	0.03254822053
840	0.03251083625
841	0.03244367383
842	0.03239148956
843	0.03233192139
844	0.03230224103
845	0.0322548382
846	0.03219383703
847	0.03215377566
848	0.03211790491
849	0.03206528326
850	0.03201300276
851	0.03196471485
852	0.0318964832
853	0.03185792133
854	0.03182064574
855	0.03175965834
856	0.03169672745
857	0.03165975439
858	0.03160601723
859	0.03155123691
860	0.03151635492
861	0.03146645365
862	0.03144534294
863	0.03139520895
864	0.03133423977
865	0.03127088329
866	0.03123921888
867	0.03120928683
868	0.0311591458
869	0.03113700135
870	0.0310905176
871	0.03106720101
872	0.03101121
873	0.03096276561
874	0.03092436139
875	0.03088292252
876	0.03083818074
877	0.03081822219
878	0.03075424591
879	0.03071273378
880	0.03068691249
881	0.03064471011
882	0.03059745582
883	0.0305611113
884	0.03048990779
885	0.03044708991
886	0.03041451749
887	0.03037075429
888	0.03031318614
889	0.03027153552
890	0.03022619354
891	0.03020489075
892	0.03017372717
893	0.03014714256
894	0.03011994205
895	0.03008505848
896	0.03003778261
897	0.02997325718
898	0.029938917
899	0.0299013516
900	0.02987258286
901	0.02984402295
902	0.0297931092
903	0.02977192549
904	0.02972866855
905	0.02967927916
906	0.0296085781
907	0.02958124585
908	0.02952313289
909	0.02949156757
910	0.02945072825
911	0.02942052605
912	0.0294009825
913	0.02934580456
914	0.02929647095
915	0.02924992037
916	0.02922219056
917	0.02918640944
918	0.02913682536
919	0.02910513367
920	0.02907647347
921	0.02903138831
922	0.02900924778
923	0.02896539629
924	0.02892671428
925	0.0288921488
926	0.02887307004
927	0.02883270487
928	0.02878485116
929	0.02873428639
930	0.02869858308
931	0.02867258041
932	0.02862226361
933	0.02859939356
934	0.0285611135
935	0.02851652962
936	0.02847338106
937	0.02841946747
938	0.02838308216
939	0.02834318114
940	0.02830191564
941	0.02826866678
942	0.02824349211
943	0.02820494712
944	0.02817149985
945	0.02813034772
946	0.02810924138
947	0.02804808042
948	0.02800220815
949	0.02796823959
950	0.02793950393
951	0.02789410389
952	0.02784854297
953	0.02781375256
954	0.02778308427
955	0.02773414774
956	0.02770538128
957	0.02767911995
958	0.0276244447
959	0.02758885073
960	0.02754739904
961	0.02752215648
962	0.02750238883
963	0.02745668505
964	0.02741070188
965	0.02735570146
966	0.02730670356
967	0.02728925067
968	0.02724184159
969	0.0272045349
970	0.02717798582
971	0.02714688109
972	0.02711147509
973	0.02707985933
974	0.02704637167
975	0.0270152908
976	0.02697409176
977	0.02693511917
978	0.02689040282
979	0.02685559188
980	0.02681516325
981	0.02679827237
982	0.02676875884
983	0.02674900971
984	0.02671761254
985	0.02667635725
986	0.02664338546
987	0.02662166225
988	0.02659173631
989	0.02657154771
990	0.02652732124
991	0.02648126032
992	0.02645513472
993	0.02641528973
994	0.02636232269
995	0.02632680962
996	0.02627871991
997	0.02625580238
998	0.02622480395
999	0.02620039603
